index,article,original_abstract,original_words,original_sentences,llm_summary,llm_words,llm_sentences,llm_mode,llm_name,llm_model,llm_success,llm_version,group_id,test_mode,created_at
2189,"scientific research on gravitational wave is one of the most important subjects in physics. detecting gravitational wave. directly is essential to verify general relativity in strong gravitational fields and explore high - energy particle physics phenomena in the early universe. in other words ,. physics of gravitational wave is attractive for both astrophysics and particle physics. due to a weakness of its interaction , the relic gravitational wave generated in the early universe. brings us information on the early universe for what it was. we observe it as stochastic gravitational wave backgrounds. quite recently it was reported that the relic gravitational wave originated in primordial inflation was discovered indirectly through the b - mode polarization experiment of the cosmic microwave background ( cmb ). therefore direct detections of the relic gravitational waves will take on increasing importance in the future. in this paper ,. we discuss possible direct detections of the relic gravitational wave background produced by the first - order electroweak phase transition occurred in the early universe at around. gev. as is well known , within the standard model the effective potential of the higgs field can not induce the first - order phase transition unless the higgs mass is much lighter than the observed one. in that case no gravitational wave is emitted because no latent heat is released during the transition. on the oth","we discuss possibilities to observe stochastic gravitational wave backgrounds produced by the electroweak phase transition in the early universe. once the first - order phase transition occurs , which is still predicted in a lot of theories beyond the standard model , collisions of nucleated vacuum bubbles and induced turbulent motions can become significant sources of the gravitational waves. detections of such gravitational wave backgrounds are expected to reveal the higgs sector physics. in particular , through pulsar timing experiments planned in square kilometre array ( ska ) under construction , we will be able to detect the gravitational wave in near future and distinguish particle physics models by comparing the theoretical predictions to the observations. kek - th-1735 + kek - cosmo-145 + arxiv:1405.4166. * detecting the relic gravitational wave from the electroweak phase transition at ska *. yohei kikuta , kazunori kohri , eunseong so. _ department of particle and nuclear physics , graduate university for advanced studies _. _ ( sokendai ) , 1 - 1 oho , tsukuba , ibaraki 305 - 0801 , japan _. _. kek theory center , institute of particle and nuclear studies , kek , _. _ 1 - 1 oho , tsukuba , ibaraki 305 - 0801 , japan _",210,13,"Scientists are exploring how to detect faint ripples in spacetime—called gravitational waves—created shortly after the universe began, specifically from a major event called the electroweak phase transition. By using future experiments like the Square Kilometre Array, they hope to learn more about the fundamental forces and particles that make up our universe, including the Higgs boson.",56,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:00:35.355697
2192,"the confinement of quantum systems in a specific superposition of states may lead to various quantum processes. in the realm of quantum optics , a particular interest. is focused on this type of phenomena , namely , quantum interference phenomena allow to explain and observe various quantum effects , while etanglement processes and shape - preserving localized light structures play a major role for the quantum computation and communication. a powerful tool in the control and manipulation of these effects originates from an additional degree of freedom of the system given by its phase dependence. for example. , quantum interference effects influence the collective fluorescence of a driven sample of emitters , which becomes sensitive to phase dependence. thus , the phase difference of the two lasers pumping a collection of three - level emitters may decrease and cancel its fluorescence when quantum interferences appear from a coherently driven source. the superflourescent behaviour of a sample of four - level emitters is modified by the vacuum induced quantum interferences and may be enhanced by varying the phase difference of the pumping lasers. moreover , for a well - chosen phase the sample may be trapped in its excited state and thus decoupled from the surrounding environment. the phase dependent complete or partial cancellation of the spontaneous emission is reached when a single four - level emitter is considered","the phase dependence of the cavity quantum dynamics in a driven equidistant three - level ladder - type system found in a quantum well structure with perpendicular transition dipoles is investigated in the good cavity limit. the pumping laser phases are directly transferred to the superposed amplitudes of the cavity - quantum - well interaction. their phase difference may be tuned in order to obtain destructive quantum interferences. therefore , the cavity field vanishes although the emitter continues to be pumped .",82,4,"This research looks at how the timing of laser light affects interactions between light and a special material (a quantum well). By carefully controlling the timing, scientists can actually make the light seem to disappear even while still shining it on the material, due to a canceling effect called quantum interference.",51,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:01:39.050019
2193,"interplanetary networks ( ipns ) have played an important role in the studies of both cosmic gamma - ray bursts ( grbs ) and soft gamma repeaters ( sgrs ) for over two decades. indeed , until the launch of _ bepposax in 1996 , the only way to derive arcminute positions for these objects was by comparing their arrival times at distant spacecraft. the current ( third ) ipn was formed when the _ ulysses spacecraft was launched in 1990. over 25 spacecraft have participated in the ipn since then , and the latest interplanetary mission to join the network is _ mars odyssey. it seems fitting that this spacecraft should belong to the ipn , since `` odyssey '' and `` ulysses '' both refer to the same saga of distant voyages. today , the ipn comprises the _ ulysses , konus - wind , ramaty high energy solar spectroscopic imager ( rhessi ) _ , high energy transient explorer ( hete ) _ , swift , and _ mars odyssey ( mo ) missions and experiments , and , with a detection rate of 200 events / year , is responsible for most grb and sgr detections and localizations. as a distant point in the network , mo plays a crucial role : without it , only localizations to annuli or large error boxes would be possible. the triangulation , or arrival - time analysis method for localizing bursts has been presented elsewhere ( hurley et al. 1999a , b ). in this paper. , we concentrate on the properties of the two mo experiments which make burst detection possible. we note that this i","the _ mars odyssey spacecraft carries two experiments which are capable of detecting cosmic gamma - ray bursts and soft gamma repeaters. since april 2001 they have detected over 275 bursts and , in conjunction with the other spacecraft of the interplanetary network , localized many of them rapidly and precisely enough to allow sensitive multi - wavelength counterpart searches. we present the _ mars odyssey mission and describe the burst capabilities of the two experiments in detail. we explain how the spacecraft timing and ephemeris have been verified in - flight using bursts from objects whose precise positions are known by other means. finally , we show several examples of localizations and discuss future plans for the _ odyssey mission and the network as a whole. _ _ _",130,6,"The Mars Odyssey spacecraft has instruments that detect powerful bursts of energy from space called gamma-ray bursts. Since 2001, it has found hundreds of these bursts and helped pinpoint their locations, allowing scientists to study them with other telescopes.",39,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:01:50.811020
2194,"hydrodynamical simulations of galaxy clusters , incorporating semi - analytic models for star formation and galactic feedback processes , show an appreciable level of inconsistency with observational results. this is particularly apparent in the simulated properties of intracluster ( ic ) gas - temperature , metallicity and entropy profiles - and the stellar mass density at high redshift ( see the review by borgani et al. 2008 , and references therein ). statistical properties of clusters , such as x - ray luminosity - temperature , entropy - temperature , and mass - temperature relations , seem also to be discrepant when compared with high - precision optical and x - ray observations ( e.g. , kay et al. 2007 , nagai et al. 2007 , tornatore et al. 2007 , kapferer et al. 2007. ; for a recent review , see borgani et al. the mismatch between simulated and observed cluster properties ( e.g. , evrard & henry 1991 , cavaliere , menci & tozzi 1998 , tozzi & norman 2001 ) is largely due to insufficient accounting for essential physical processes , unrealistic simplifications of the evolution of star formation and feedback processes , and inadequate level of spatial resolution. some of the relevant physical processes that affect cluster properties and the dynamical and thermal state of ic gas are mergers of subclusters , galactic winds , ram - pressure stripping and gravitational drag. these have been partly implemented ( e.g. , kapferer et al. 2005 , domaink","we present our recently developed _ galcon _. approach to hydrodynamical cosmological simulations of galaxy clusters - a subgrid model added to the _ enzo _ adaptive mesh refinement code - which is capable of tracking galaxies within the cluster potential and following the feedback of their main baryonic processes. galcons are physically extended galactic constructs within which baryonic processes are modeled analytically. by identifying galaxy halos and initializing galcons at high redshift ( , well before most clusters virialize ) , we are able to follow the evolution of star formation , galactic winds , and ram - pressure stripping of interstellar media , along with their associated mass , metals and energy feedback into intracluster ( ic ) gas , which are deposited through a well - resolved spherical interface layer. our approach is fully described and all results from initial simulations with the enhanced _ enzo - galcon _ code are presented. with a galactic star formation rate derived from the observed cosmic star formation density , our galcon simulation better reproduces the observed properties of ic gas , including the density , temperature , metallicity , and entropy profiles. by following the impact of a large number of galaxies on ic gas. we explicitly demonstrate the advantages of this approach in producing a lower stellar fraction , a larger gas core radius , an isothermal temperature profile in the central cluster region , and a flatter metal",241,8,"This new computer simulation method, called GALCON, accurately models how galaxies within large clusters of galaxies affect the gas surrounding them. By tracking the life cycle of individual galaxies – including star formation and gas loss – the simulation creates more realistic clusters that match what scientists actually observe in space.",51,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:02:02.570931
2196,"the past decade has seen a series of anomalies emerge in short baseline ( sbl ) neutrino oscillation experiments which can not be explained within the three active neutrino framework of the standard model ( sm ). here. , sbl refers to experiments with the ratio of the oscillation distance over the neutrino energy , , which are sensitive to neutrino oscillations involving mass squared splittings. the lsnd experiment reports evidence of oscillation consistent with , as well as a less dramatic excess for oscillation. the miniboone collaboration also searched for the same signal , reporting excesses in both electron and anti - electron neutrino events. , again suggesting oscillations of the form and , consistent with the lsnd results. together , these observations lead to the tantalizing suggestion of additional `` sterile '' neutrino flavors at a mass scale of. many schemes have been considered to fit the excess , including 3 active plus sterile neutrino oscillation schemes ( 3+ ) , with most of the attention being focused on and. while even the simple 3 + 1 scheme can provide a good fit to the ( ) appearance excesses , these fits are in tension with , and disappearance constraints from miniboone+sciboone. and lsnd+karmen , respectively. to ameliorate the disappearance constraint ,.","we construct a neutrino model of three twin neutrinos in light of the neutrino appearance excesses at lsnd and miniboone. the model , which includes a twin parity , naturally predicts identical lepton yukawa structures in the standard model and the twin sectors. as a result , a universal mixing angle controls all three twin neutrino couplings to the standard model charged leptons. this mixing angle is predicted to be the ratio of the electroweak scale over the composite scale of the higgs boson and has the right order of magnitude to fit the data. the heavy twin neutrinos decay within the experimental lengths into active neutrinos plus a long - lived majoron and can provide a good fit , at around confidence level , to the lsnd and miniboone appearance data while simultaneously satisfying the disappearance constraints. for the majorana neutrino case , the fact that neutrinos have a larger scattering cross section than anti - neutrinos provides a natural explanation for miniboone s observation of a larger anti - neutrino appearance excess .",175,6,"Scientists have proposed a new idea involving extra, “twin” versions of neutrinos to explain unusual results seen in past experiments (LSND and MiniBooNE). This model suggests these twin neutrinos interact with regular matter in a way that could account for the observed anomalies and also explain why neutrinos and anti-neutrinos behave differently in those experiments.",55,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:02:42.007463
2197,"quantum entanglement plays a vital role in many practical quantum information system , such as quantum teleportation , quantum dense coding , and quantum cryptography. entangled states of higher - dimensional systems are of great interest owing to the extended possibilities they provide , which including higher information density coding , stronger violations of local realism , and more resilience to error than two dimensional system. over the past few years , fairish attention has been paid to implement higher - dimensional entanglement with trapped ions , photons , and cavity qed. atoms trapped in separated cavities connected by optical fiber is a good candidate to create distant entanglement. the main problems in entangling atoms in these schemes are the decoherence due to leakage of photons from the cavity and fiber mode , and spontaneous radiation of the atoms. by using the stimulated raman adiabatic passage ( stirap ). , our scheme can overcome these problems. recently , remote entanglement between a single atom and a bose - einstein condensate ( bec ) was experimentally realized. but the efficiency is very low due to the photon loss. in this paper , we takes both the advantages of cavity qed and stirap in order to create three - dimensional entanglement state between a single atom and a. bec at a distance. the entanglement state can be generate","we propose a robust scheme to prepare three - dimensional entanglement states between a single atom and a bose - einstein condensate ( bec ) via stimulated raman adiabatic passage ( stirap ) techniques. the atomic spontaneous radiation , the cavity decay , and the fiber loss are efficiently suppressed by the engineering adiabatic passage. our scheme is also robust to the variation of atom number in the bec .",70,3,This research presents a reliable method for creating a special connection—called entanglement—between a single atom and a collection of atoms in a Bose-Einstein condensate. The technique carefully controls the process to minimize errors and works even if the number of atoms in the condensate changes slightly.,46,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:02:54.625207
2198,"electrical impedance tomography ( eit ) is a recently developed non - invasive imaging technique , where the inner structure of a reference object can be recovered from the current and voltage measurements on the object s surface. it is fast , inexpensive , portable and requires no ionizing radiation. for these reasons. , eit qualifies for continuous real time visualization right at the bedside. in clinical eit applications ,. the reconstructed images are usually obtained by minimizing the linearized - data - fit residuum. these algorithms are fast and simple. however , to the best of the authors knowledge , there is no rigorous global convergence results that have been proved so far. moreover , the reconstructed images usually tend to contain ringing artifacts. recently , seo and one of the author have shown in that a single linearized step can give the correct shape of the conductivity contrast. this result raises a question that whether to regularize the linearized - data - fit functional such that the corresponding minimizer yields a good approximation of the conductivity contrast. an affirmative answer has been proved in for the continuum boundary data. in the present paper. , we shall apply this new algorithm to the real electrode setting and test with standard phantom experiment data. numerical results later on show that this new algorithm helps to improve the quality of the reconstructed images as well as reduce the","in electrical impedance tomography , algorithms based on minimizing the linearized - data - fit residuum have been widely used due to their real - time implementation and satisfactory reconstructed images. however , the resulting images usually tend to contain ringing artifacts. in this work. , we shall minimize the linearized - data - fit functional with respect to a linear constraint defined by the monotonicity relation in the framework of real electrode setting. numerical results of standard phantom experiment data confirm that this new algorithm improves the quality of the reconstructed images as well as reduce the ringing artifacts .",101,5,"Current methods for creating images using electrical signals are fast but often have blurry spots called ""ringing artifacts."" This research improves those images and reduces the blurriness by adding a rule that ensures the reconstructed data makes logical sense based on how the electrical signals are measured.",47,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:03:12.829220
2200,"the inflation theory is one of the most successful theories of modern cosmology. having a period of very rapidly accelerating expansion. , it can not only solve many theoretical problems in cosmology , such as flatness , horizon , monopole and so on , but also gives the right amount of primordial fluctuations with nearly scale - invariant power spectrum , which fits the data very well in structure formation. there are many ways to construct inflation models , one of which is to introduce a scalar field called inflaton "" ( see ). moreover. , one may expect that inflaton could have non - minimal coupling to ricci scalar. the most usual coupling form is , which was initially studied for new inflation scenario and chaotic inflation scenario. later on , various models have been taken on with deeply and wildly investigations. with a non - minimal coupling term. , inflation can be easily obtained and an attractor solution is also available. perturbations based on non - minimal coupling inflation are discussed in , where the coupling term may give rise to corrections on power spectrum which can be used to fit the data or constrain the parameters. non - minimal couplings can be extended to multifields , see , or kinetic term coupling. the constraints from observational data were also performed , e.g. in , where the authors claimed that for non - minimal coupling chaotic infl","we investigate the non - gaussianities of inflation driven by a single scalar field coupling non - minimally to the einstein gravity. we assume that the form of the scalar field is very general with an arbitrary sound speed. for convenience to study , we take the subclass that the non - minimal coupling term is linear to the ricci scalar. we define a parameter where and are two kinds of slow - roll parameters , and obtain the dependence of the shape of the 3-point correlation function on. we also show the estimator in the equilateral limit. finally , based on numerical calculations ,. we present the non - gaussianities of non - minimal coupling chaotic inflation as an explicit example .",123,7,"This research explores how the very early universe expanded (inflation) when a key component interacted with gravity in a complex way, potentially leaving a unique fingerprint on the universe's structure. By using math and computer simulations, the scientists found a way to measure this interaction and demonstrated it with a specific model of inflation.",54,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:03:50.316986
2202,"the investigation of the magnetic properties of ferromagnetic ultrathin films is a field of intense current interest. among the different experimental methods the measurement of the magnetic susceptibility is a very powerful method for the analysis of such thin film systems. the singularity of corresponds to the onset of a ferromagnetic state , i.e. to the occurrence of a nonvanishing magnetization for temperatures below the ( ferromagnetic ) curie temperature. for the _ inverse susceptibility _ exhibits the linear ( curie - weiss- ) behavior :. the paramagnetic curie temperature is obtained from the extrapolation of this linear behavior to , which corresponds to the curie temperature calculated in the mean field approximation. for an isotropic ferromagnet the behavior of does not depend on the lattice orientation. in the collectively ordered magnetic state the direction of the magnetization is determined by magnetic anisotropies , which are the _ free energy differences _ between the hard and easy magnetic directions. due to their relativistic origin resulting from the spin - orbit interaction. they are usually much smaller than the isotropic exchange. as obtained in experiments the anisotropies depend on temperature and are expected to vanish above the curie temperature. it is known from general considerations that the mentioned singularity ( or maxi","we measure the magnetic susceptibility of ultrathin co films with an in - plane uniaxial magnetic anisotropy grown on a vicinal cu substrate. above the curie temperature the influence of the magnetic anisotropy can be investigated by means of the parallel and transverse susceptibilities along the easy and hard axes. by comparison with a theoretical analysis of the susceptibilities we determine the isotropic exchange interaction and the magnetic anisotropy. these calculations are performed in the framework of a heisenberg model by means of a many - body green s function method , since collective magnetic excitations are very important in two - dimensional magnets .",105,4,"Scientists studied very thin cobalt films to understand their magnetic properties by measuring how strongly they respond to magnetic fields in different directions. By comparing these measurements to complex calculations, they figured out how the atoms within the film interact with each other and how strongly the material prefers to align magnetically.",52,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:04:32.085668
2203,"on the space consider the topology of uniform convergence on compact sets , the corresponding -field of the borel sets , and the measure on under which the coordinate the processes are independent standard brownian motions. also let , and equip it with the -field of borel sets derived from the topology of uniform convergence on compact sets. for ,. we denote by the probability measure on such that is a diffusion with and generator the construction of such a diffusion is done with scale and time transformation from a one - dimensional brownian motion ( see , e.g. , , ). using this construction. , it is easy to see that for -almost all the diffusion does not explode in finite time ; and on the same set of s it satisfies the formal sde. where is a one - dimensional standard brownian motion. then consider the space , equip it with the product -field , and take the probability measure defined by the marginal of in gives a process that is known as diffusion in a random environment ; the environment being the function. s. schumacher ( ) proved the following result. [ schumprop ] there is a process such that for the formal solution of it holds where for we let. we will define the process @xmath","according to a theorem of s. schumacher and t. brox , for a diffusion in a brownian environment it holds that in probability , as , where is a stochastic process having an explicit description and depending only on the environment. we compute the distribution of the number of sign changes for on an interval $ ] and study some of the consequences of the computation ; in particular we get the probability of keeping the same sign on that interval. these results have been announced in 1999 in a non - rigorous paper by p. le doussal , c. monthus , and d. fisher and were treated with a renormalization group analysis. we prove that this analysis can be made rigorous using a path decomposition for the brownian environment and renewal theory. finally , we comment on the information these results give about the behavior of the diffusion .",150,10,"This research proves a mathematical prediction about how things move randomly (like particles in liquid) in a complex environment, confirming earlier ideas that weren't fully proven. By carefully studying the changes in direction of this random movement, the researchers gained a better understanding of how it behaves overall.",48,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:04:44.851295
2204,"the analyses reported in this talk were performed using either a sample of. events or a sample of. events collected with the upgraded beijing spectrometer ( besii ) detector. at the beijing electron - positron collider ( bepc ). a new structure , denoted as and with mass. gev/ and width. mev/ , was observed by the babar experiment in the initial - state radiation process. this observation stimulated some theoretical speculation that this state may be an -quark version of the since both of them are produced in annihilation and exhibit similar decay patterns. here we report the observation of the in the decays of , with , ,. a four - constraint energy - momentum conservation kinematic fit is performed to the hypothesis for the selected four charged tracks and two photons. candidates are defined as -pairs with. gev/ , a signal is defined as. gev/ , and in the invariant mass spectrum , candidate mesons are defined by. gev/. the invariant mass spectrum for the selected events is shown in fig. [ draft - fit ] , where a clear enhancement is seen around 2.18 gev/. fit with a breit - wigner and a polynomial background yields signal events and the statis","we present recent results from the bes experiment on the observation of the in , study of in , and the production of recoiling against an or a in hadronic decays. the observation of radiative decays is also presented .",40,2,"This research details findings from the BES experiment looking at how certain particles break down into other particles. They specifically studied decays involving specific types of particles and observed new ways these decays happen, including those that release energy as light.",41,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:04:55.748869
2205,"the following attributes all make an optimization problem more difficult : having an objective function with an unknown and possibly large number of local minima , being constrained , having nonlinear constraints , having inequality constraints , having both discrete and continuous variables. unfortunately , faithfully modeling an application tends to introduce many of these attributes. as a result. , optimization problems are usually linearized , discretized , relaxed , or otherwise modified to make them feasible according to conventional methods. one of the most exciting prospects of constraint programming is that such difficult optimization problems can be solved without these possibly invalidating modifications. moreover , constraint programming solutions are of known quality : they yield intervals guaranteed to contain all solutions. equally important , constraint programming can prove the absence of solutions. in this paper we only consider the core of the constraint programming approach to optimization , which is to solve a system of nonlinear inequalities :. it is understood that it may happen that for some pairs and , so that equalities are a special case. if this occurs , then certain obvious optimizations are possible in the methods described here. the ability to solve systems such as ( [ nonlinsys ] ) supports optimization in more ways than one. in the first place. , these systems occur as conditions in","numerical analysis has no satisfactory method for the more realistic optimization models. however , with constraint programming one can compute a cover for the solution set to arbitrarily close approximation. because the use of constraint propagation for composite arithmetic expressions is computationally expensive ,. consistency is computed with interval arithmetic. in this paper. we present theorems that support , selective initialization , a simple modification of constraint propagation that allows composite arithmetic expressions to be handled efficiently .",78,6,"Current methods struggle to find the best solutions for complex problems, but a technique called constraint programming can get very close to finding all possible solutions. This research introduces a way to make constraint programming faster and more efficient when dealing with complicated calculations by smartly choosing how it checks for valid solutions.",53,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:05:09.996421
2206,"nmt would like thank hitesh changlani , cyrus umrigar , adam holmes , bryan ogorman , bryan clark , and jonathan moussa for useful discussions. this work was supported through the scientific discovery through advanced computing ( scidac ) program funded by the u.s. department of energy , office of science , advanced scientific computing research and basic energy sciences. we used the extreme science and engineering discovery environment ( xsede ) , which is supported by the national science foundation grant no. oci-1053575 and resources of the oak ridge leadership computing facility ( olcf ) at the oak ridge national laboratory , which is supported by the office of science of the u.s. department of energy under contract no. de - ac0500or22725. 59ifxundefined [ 1 ] ifx#1 ifnum [ 1 ] # 1firstoftwo secondoftwo ifx [ 1 ] # 1firstoftwo secondoftwo `` `` # 1''''@noop [ 0]secondoftwosanitize@url [ 0 ]. + 12$12 & 12#1212_12%12@startlink[1]@endlink[0]@bib@innerbibempty in link:\doibase 10.1109/sc.2005.17 [ _ _ ] ( ) pp. \doibase http://dx.doi.org/10.1063/1.2335446 [ * * ,. ( ) , http://dx.doi.org/10.1063/1.2335446 ] \doibase. http://dx.doi.org/10.1063/1.472352 [ * * ,. ( ) ] \doibase http://dx.doi.org/10.1063/1.481764 [ * * ,. ( ) ] \doibase. http://dx.doi.org/10.1063/1.471518 [ * * ,. ( ) ] \doibase http://dx.doi.org/10.1063/1.3193710 [ * * ,. ( ) , http://dx.doi.org/10.1063/1.3193710 ] link:\doibase 10.1103/physrevb.48.10345 [ * * , ( ) ] link:\d","development of exponentially scaling methods has seen great progress in tackling larger systems than previously thought possible. one such technique , full configuration interaction quantum monte carlo , is a useful algorithm that allows exact diagonalization through stochastically sampling determinants. the method derives its utility from the information in the matrix elements of the hamiltonian , along with a stochastic projected wave function , to find the important parts of hilbert space. however , the stochastic representation of the wave function is not required to search hilbert space efficiently , and here we describe a highly efficient deterministic method to achieve chemical accuracy for a wide range of systems , including the difficult cr dimer. we demonstrate that such calculations for systems like cr can be performed in just a few cpu hours. in addition. our method also allows efficient calculation of excited state energies , for which we illustrate with benchmark results for the excited states of c. _ introduction : _ the scope of traditional approaches to full configuration interaction ( fci ) has been limited to simple diatomic molecules. , and there has been little progress in diagonalizing spaces much larger than a billion determinants in recent times. however , recent progress in alternative approaches to fci problems has increased the scope of fci beyond simple diatomic molecules. two techniques in par",225,11,"Scientists have developed a new, faster way to solve complex quantum chemistry problems that were previously too difficult for computers. This improved method allows for accurate calculations on larger systems, like the chromium dimer, in a fraction of the time compared to older techniques, and can also efficiently calculate excited state energies.",52,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:05:22.083053
2207,"the nuclear dynamics is a complex problem joining all the puzzling aspects of quantum mechanics to the difficulties of many - body systems. besides these factors. , the strong interaction , which is up to date not completely understood , adds new challenges for calculations in the nonperturbative regime. collective nuclear phenomena , as fission , particle or cluster evaporation and nuclear fragmentation , offer the possibility of studying those complex features of the nuclear dynamics. aside the interest from the fundamental nuclear physics , there are many applications where the knowledge of fragment formation would be helpful. for instance , information on intermediate mass fragments ( imf ) cross section is relevant for the design of accelerator - driven systems ( ads ) and radioactive ion - beam ( rib ) facilities and also in the study of resistance of materials to radiation. imf are particles with 4 but lighter than fission fragments , i.e. ,. fragments in high energy nuclear collisions are produced by spallation , fission , and multifragmentation. j. hufner using as classification parameters the mass number of the fragments , , and their multiplicity , , defined the processes in the following way :. * spallation is the process in which only one heavy fragment with mass close to the target mass is formed ( a special case of spallation is the so - called deep spallation where but ) ;","the investigation of intermediate - mass fragments ( imf ) production with the proton - induced reaction at 660 mev , on 238u and 237np target , is present. the data were obtained with the lnr phasotron u-400 m cyclotron at joint institute for nuclear research ( jinr ) , dubna , russia. a total of 93 isotopes , in the range , were unambiguously identified with high precision. the fragment production cross sections were obtained by the means of the induced - activation method in an off - line analysis. mass - yield distributions were derived from the data and compared with the results of the simulation code crisp for multimodal fission. a discussion on the superasymmetric fragment production mechanism is also present .",125,6,"Scientists shot protons at uranium and neptunium targets to study how they break apart into smaller pieces, identifying 93 different isotopes created in the process. By analyzing these fragments, they hope to better understand how these breakups happen, especially when the resulting pieces are very different in size, and compared their findings to computer simulations.",55,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:05:35.181530
2209,"magnetic fields on the sun exist in a large variety of phenomena and interact in various ways with the plasma and the radiation. in the convection zone. large and small scale magnetic fields are generated. these magnetic fields are partially transported into the outer layers of the sun , i.e. , into the chromosphere and the corona. the most prominent example of a magnetic phenomenon is a sunspot as seen in the photosphere. a typical sunspot has a lifetime of a few weeks and has a size of about 30 granules. the magnetic field strength spans from 1000 to 3000 gauss in the deep photosphere , summing up to a magnetic flux of some mx. the magnetic field of a sunspot extends into the interior as well as into the outer layers of the sun. the most detailed information of sunspots is obtained in the photosphere. the topology of the magnetic field above and beneath the photosphere is poorly understood. in particular our knowledge of the magnetic field extension into the interior presents a theoretical challenge. direct measurements of the sub - photospheric structure are impossible , but at least for the larger scales , indirect methods are being explored in the framework of local helioseismology ( cf. gizon , these proceedings ). [. [ time - scales ] ] time scales : + + + + + + + + + + + +. although the sunspot is a coherent phenomenon on large spatial and temporal scales , it seems crucial to realize that it is not static , but finds a d","the penumbra of a sunspot is a fascinating phenomenon featuring complex velocity and magnetic fields. it challenges both our understanding of radiative magneto - convection and our means to measure and derive the actual geometry of the magnetic and velocity fields. in this contribution. we attempt to summarize the present state - of - the - art from an observational and a theoretical perspective. we describe spectro - polarimetric measurements which reveal that the penumbra is inhomogeneous , changing the modulus and the direction of the velocity , and the strength and the inclination of the magnetic field with depth , i.e. , along the line - of - sight , and on spatial scales below 0.5 arcsec. yet. , many details of the small - scale geometry of the fields are still unclear such that the small scale inhomogeneities await a consistent explanation. a simple model which relies on magnetic flux tubes evolving in a penumbral `` background '' reproduces some properties of sunspot inhomogeneities , like its filamentation , its strong ( evershed- ) outflows , and its uncombed geometry , but it encounters some problems in explaining the penumbral heat transport. another model approach , which can explain the heat transport and long bright filaments , but fails to explain the evershed flow , relies on elongated convective cells , either field - free as in the gappy penumbra or filled with horizontal magnetic field as in danielson s convective rolls. such simplified m",247,13,"Sunspots have fuzzy edges called penumbrae that are surprisingly complex, with swirling gases and strong magnetic fields that scientists are still trying to fully understand. Current research uses observations and computer models to explain these features, but no single explanation fully accounts for everything we see happening within a sunspot's penumbra.",51,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:06:26.269201
2210,"j. a. noble is a royal commission for the exhibition of 1851 research fellow. * corresponding author : s. coussan , stephane.coussan@univ-amu.fr","in the quest to understand the formation of the building blocks of life , amorphous solid water ( asw ) is one of the most widely studied molecular systems. indeed , asw is ubiquitous in the cold interstellar medium ( ism ) , where asw - coated dust grains provide a catalytic surface for solid phase chemistry , and is believed to be present in the earth s atmosphere at high altitudes. it has been shown that the ice surface adsorbs small molecules such as co , n , or ch , most likely at oh groups dangling from the surface. our study presents completely new insights concerning the behaviour of asw upon selective infrared ( ir ) irradiation of its dangling modes. when irradiated , these surface ho molecules reorganise , predominantly forming a stabilised monomer - like water mode on the ice surface. we show that we systematically provoke `` hole - burning '' effects ( or net loss of oscillators ) at the wavelength of irradiation and reproduce the same absorbed water monomer on the asw surface. our study suggests that all dangling modes share one common channel of vibrational relaxation ; the ice remains amorphous but with a reduced range of binding sites , and thus an altered catalytic capacity. +. asw is a molecular system which has long provoked interest due , in part , to its role in the formation of molecules key to the origins of life. asw has long been known to accrete small molecules such as co , ho , n",260,10,"Scientists studied a form of ice found in space and high in Earth’s atmosphere to understand how life’s building blocks might form. They discovered that shining infrared light on this ice changes its surface, creating spots where new molecules can attach – potentially helping to kickstart the creation of more complex compounds needed for life.",55,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T15:06:40.408795
